epoch,batch_idx,data_type,tot_loss,run_time
0,0,train,0.7763294577598572,1.152345895767212
0,1,train,0.745214581489563,0.5262279510498047
0,2,train,0.46359699964523315,0.5315694808959961
0,3,train,0.43956923484802246,0.5630509853363037
0,4,train,0.36220526695251465,0.5554425716400146
0,5,train,0.3698709011077881,0.5447397232055664
0,0,val,0.2963106334209442,0.25603199005126953
0,1,val,0.3145676851272583,0.045063018798828125
0,2,val,0.4615735113620758,0.02102065086364746
0,3,val,0.24361802637577057,0.020657062530517578
0,4,val,0.23990434408187866,0.021103620529174805
0,5,val,0.2612847089767456,0.021239757537841797
0,6,val,0.2772068381309509,0.021083831787109375
0,7,val,0.514923632144928,0.021048545837402344
0,8,val,0.25242817401885986,0.021326780319213867
0,9,val,0.2419566959142685,0.021332740783691406
0,10,val,0.3298322856426239,0.021669387817382812
0,11,val,0.23768232762813568,0.021241426467895508
0,12,val,0.2956526577472687,0.021113872528076172
0,13,val,0.27159449458122253,0.02121734619140625
0,14,val,0.23940259218215942,0.021074295043945312
1,0,train,0.4160461127758026,0.8465306758880615
1,1,train,0.33352410793304443,0.5458524227142334
1,2,train,0.28555989265441895,0.5612039566040039
1,3,train,0.35931235551834106,0.5452444553375244
1,4,train,0.275700181722641,0.5422513484954834
1,5,train,0.2966490387916565,0.5493021011352539
1,0,val,0.24457333981990814,0.24766039848327637
1,1,val,0.30058255791664124,0.021527528762817383
1,2,val,0.2040584832429886,0.021147966384887695
1,3,val,0.16100181639194489,0.020855188369750977
1,4,val,0.1636728197336197,0.02106642723083496
1,5,val,0.16701844334602356,0.021026611328125
1,6,val,0.1651994287967682,0.021216869354248047
1,7,val,0.166341170668602,0.021086692810058594
1,8,val,0.46227070689201355,0.02109360694885254
1,9,val,0.22497917711734772,0.02106499671936035
1,10,val,0.20910099148750305,0.021021366119384766
1,11,val,0.17343151569366455,0.02121877670288086
1,12,val,0.1876632571220398,0.02095484733581543
1,13,val,0.17162303626537323,0.020935773849487305
1,14,val,0.4518822431564331,0.020968198776245117
2,0,train,0.308811217546463,0.838719367980957
2,1,train,0.28311818838119507,0.5339291095733643
2,2,train,0.38671809434890747,0.5504992008209229
2,3,train,0.2344849705696106,0.548790454864502
2,4,train,0.2456410527229309,0.5432260036468506
2,5,train,0.21217761933803558,0.5622265338897705
2,0,val,0.19415290653705597,0.2379474639892578
2,1,val,0.147734135389328,0.03401684761047363
2,2,val,0.17034970223903656,0.020575284957885742
2,3,val,0.13633185625076294,0.02135014533996582
2,4,val,0.16331718862056732,0.021257638931274414
2,5,val,0.1792585402727127,0.021171092987060547
2,6,val,0.14281170070171356,0.021319866180419922
2,7,val,0.143173947930336,0.021466493606567383
2,8,val,0.22417525947093964,0.02128005027770996
2,9,val,0.14362221956253052,0.02115941047668457
2,10,val,0.18304909765720367,0.021158695220947266
2,11,val,0.23872201144695282,0.021320819854736328
2,12,val,0.20712797343730927,0.02111053466796875
2,13,val,0.6423472166061401,0.021318912506103516
2,14,val,0.153987854719162,0.021169424057006836
3,0,train,0.19424277544021606,0.8477303981781006
3,1,train,0.2606644034385681,0.5338823795318604
3,2,train,0.2026458978652954,0.5601849555969238
3,3,train,0.20900750160217285,0.5432102680206299
3,4,train,0.21801888942718506,0.5416207313537598
3,5,train,0.18741118907928467,0.573225736618042
3,0,val,0.14323770999908447,0.2522926330566406
3,1,val,0.13506506383419037,0.0210568904876709
3,2,val,0.12265723943710327,0.021291494369506836
3,3,val,0.119264155626297,0.021474599838256836
3,4,val,0.22063599526882172,0.021306991577148438
3,5,val,0.12007568031549454,0.021187305450439453
3,6,val,0.13715282082557678,0.021621227264404297
3,7,val,0.19735360145568848,0.02136063575744629
3,8,val,0.1444164365530014,0.021250247955322266
3,9,val,0.13869811594486237,0.021200895309448242
3,10,val,0.15819458663463593,0.02118086814880371
3,11,val,0.12896303832530975,0.021313190460205078
3,12,val,0.15529753267765045,0.02123117446899414
3,13,val,0.1657772809267044,0.021184444427490234
3,14,val,0.15305769443511963,0.021164417266845703
4,0,train,0.23226085305213928,0.8665447235107422
4,1,train,0.31609439849853516,0.5325849056243896
4,2,train,0.25043442845344543,0.5348553657531738
4,3,train,0.2739732563495636,0.5738749504089355
4,4,train,0.21374869346618652,0.5677003860473633
4,5,train,0.2106054723262787,0.5497214794158936
4,0,val,0.129010409116745,0.22780752182006836
4,1,val,0.1175575703382492,0.03020477294921875
4,2,val,0.1395665556192398,0.020504474639892578
4,3,val,0.14139986038208008,0.021585702896118164
4,4,val,0.11847373098134995,0.02146744728088379
4,5,val,0.13320907950401306,0.021303415298461914
4,6,val,0.12441904097795486,0.02159738540649414
4,7,val,0.1346839815378189,0.02138376235961914
4,8,val,0.12468403577804565,0.021209239959716797
4,9,val,0.1347372978925705,0.021264076232910156
4,10,val,0.16268162429332733,0.02125263214111328
4,11,val,0.11358126252889633,0.021347999572753906
4,12,val,0.15384802222251892,0.02118968963623047
