epoch,batch_idx,data_type,tot_loss,run_time
0,0,train,0.7994363903999329,1.1706125736236572
0,1,train,0.6418620944023132,0.5177097320556641
0,2,train,0.5977288484573364,0.5217475891113281
0,3,train,0.4986546039581299,0.5217735767364502
0,4,train,0.43226611614227295,0.5285389423370361
0,5,train,0.40801572799682617,0.5431287288665771
0,0,val,0.2609407305717468,0.28627896308898926
0,1,val,0.2697815001010895,0.026341915130615234
0,2,val,0.25785934925079346,0.020935535430908203
0,3,val,0.2639341354370117,0.02118706703186035
0,4,val,0.2739977538585663,0.021155595779418945
0,5,val,0.29673054814338684,0.021111726760864258
0,6,val,0.30383414030075073,0.02116227149963379
0,7,val,0.27400514483451843,0.022885560989379883
0,8,val,0.2710426449775696,0.02318739891052246
0,9,val,0.23721230030059814,0.021216392517089844
0,10,val,0.23784668743610382,0.020644187927246094
0,11,val,0.2954700291156769,0.020926237106323242
0,12,val,0.23652566969394684,0.02299976348876953
0,13,val,0.25398480892181396,0.020831823348999023
0,14,val,0.24574628472328186,0.02069687843322754
1,0,train,0.3564337491989136,0.8744144439697266
1,1,train,0.4581344425678253,0.5230545997619629
1,2,train,0.2766299843788147,0.5254905223846436
1,3,train,0.35707995295524597,0.523561954498291
1,4,train,0.30625981092453003,0.5333290100097656
1,5,train,0.26713913679122925,0.5341079235076904
1,0,val,0.16565032303333282,0.2714805603027344
1,1,val,0.19653728604316711,0.021615028381347656
1,2,val,0.17816974222660065,0.022376060485839844
1,3,val,0.15776623785495758,0.021138668060302734
1,4,val,0.18586470186710358,0.021104097366333008
1,5,val,0.2164769023656845,0.021100997924804688
1,6,val,0.21622420847415924,0.02108907699584961
1,7,val,0.16241754591464996,0.020912885665893555
1,8,val,0.2131364941596985,0.02095174789428711
1,9,val,0.1702888011932373,0.02093195915222168
1,10,val,0.1953846514225006,0.02091073989868164
1,11,val,0.1862613707780838,0.021022558212280273
1,12,val,0.18329192698001862,0.020806550979614258
1,13,val,0.18586796522140503,0.0208437442779541
1,14,val,0.17802757024765015,0.02080392837524414
2,0,train,0.32497990131378174,0.927048921585083
2,1,train,0.34564852714538574,0.5284063816070557
2,2,train,0.22985418140888214,0.556647539138794
2,3,train,0.31527483463287354,0.5474801063537598
2,4,train,0.22938048839569092,0.5343701839447021
2,5,train,0.25944313406944275,0.5332422256469727
2,0,val,0.15228791534900665,0.2600102424621582
2,1,val,0.20511627197265625,0.021019697189331055
2,2,val,0.17894187569618225,0.020560264587402344
2,3,val,0.13058127462863922,0.02107405662536621
2,4,val,0.14537301659584045,0.021063804626464844
2,5,val,0.16941840946674347,0.021037578582763672
2,6,val,0.16698233783245087,0.021172285079956055
2,7,val,0.14505618810653687,0.021069765090942383
2,8,val,0.13943561911582947,0.021105289459228516
2,9,val,0.6604785323143005,0.02101278305053711
2,10,val,0.13685360550880432,0.021046161651611328
2,11,val,0.17342831194400787,0.021145105361938477
2,12,val,0.1549404263496399,0.02095651626586914
2,13,val,0.178989976644516,0.02095508575439453
2,14,val,0.18781717121601105,0.020943641662597656
3,0,train,0.27699971199035645,0.8825562000274658
3,1,train,0.24831143021583557,0.5303165912628174
3,2,train,0.20050764083862305,0.5288400650024414
3,3,train,0.23077303171157837,0.543203592300415
3,4,train,0.3060125708580017,0.5402567386627197
3,5,train,0.22556963562965393,0.5380539894104004
3,0,val,0.13073977828025818,0.2582533359527588
3,1,val,0.16109710931777954,0.022945165634155273
3,2,val,0.1307477205991745,0.021517276763916016
3,3,val,0.3869566321372986,0.022264480590820312
3,4,val,0.12691284716129303,0.021317720413208008
3,5,val,0.16051490604877472,0.020897865295410156
3,6,val,0.141152024269104,0.021220684051513672
3,7,val,0.12290099263191223,0.021103620529174805
3,8,val,0.1276741623878479,0.021076679229736328
3,9,val,0.12509410083293915,0.021100282669067383
3,10,val,0.12905585765838623,0.0210726261138916
3,11,val,0.16817598044872284,0.021332502365112305
3,12,val,0.1511545032262802,0.021271467208862305
3,13,val,0.1456853449344635,0.02123546600341797
3,14,val,0.15254123508930206,0.021040678024291992
4,0,train,0.1896817535161972,0.8730568885803223
4,1,train,0.25934457778930664,0.5291368961334229
4,2,train,0.2606889009475708,0.535203218460083
4,3,train,0.2589336335659027,0.5383884906768799
4,4,train,0.2662307918071747,0.5358343124389648
4,5,train,0.2011471688747406,0.5341587066650391
4,0,val,0.11600852012634277,0.2734870910644531
4,1,val,0.18465612828731537,0.02355337142944336
4,2,val,0.1285586655139923,0.0200045108795166
4,3,val,0.2413303405046463,0.02117919921875
4,4,val,0.4852825105190277,0.021215200424194336
4,5,val,0.2022952288389206,0.021057605743408203
4,6,val,0.1801280975341797,0.021253585815429688
4,7,val,0.11783741414546967,0.021021366119384766
4,8,val,0.1284365952014923,0.020970582962036133
4,9,val,0.11473779380321503,0.021002769470214844
4,10,val,0.11351814866065979,0.021007299423217773
4,11,val,0.1321316659450531,0.021149158477783203
4,12,val,0.11373363435268402,0.021078824996948242
4,13,val,0.1262475848197937,0.021219253540039062
4,14,val,0.19296114146709442,0.021221399307250977
5,0,train,0.1668563187122345,0.9235749244689941
5,1,train,0.1667945832014084,0.5329611301422119
5,2,train,0.226722851395607,0.5297541618347168
5,3,train,0.22372138500213623,0.5343315601348877
5,4,train,0.2185642421245575,0.533013105392456
5,5,train,0.2163161039352417,0.5346474647521973
5,0,val,0.11830680072307587,0.277423620223999
5,1,val,0.18383994698524475,0.021134614944458008
5,2,val,0.12587128579616547,0.0251619815826416
5,3,val,0.10314621776342392,0.02121114730834961
5,4,val,0.4931333065032959,0.0208437442779541
5,5,val,0.18121981620788574,0.021228313446044922
5,6,val,0.12569595873355865,0.021373510360717773
5,7,val,0.10980242490768433,0.02116990089416504
5,8,val,0.2233932763338089,0.021147966384887695
5,9,val,0.14787112176418304,0.021135568618774414
5,10,val,0.1331564038991928,0.021080732345581055
5,11,val,0.1436655968427658,0.021199464797973633
5,12,val,0.10760468244552612,0.021367311477661133
5,13,val,0.11291153728961945,0.02144646644592285
5,14,val,0.12034792453050613,0.021355152130126953
6,0,train,0.21486309170722961,0.8953590393066406
6,1,train,0.16413813829421997,0.5308361053466797
6,2,train,0.2223740965127945,0.5335612297058105
6,3,train,0.18816983699798584,0.5329592227935791
6,4,train,0.1930854320526123,0.532386302947998
6,5,train,0.24827472865581512,0.5330133438110352
6,0,val,0.1394183486700058,0.29181861877441406
6,1,val,0.13850367069244385,0.021047353744506836
6,2,val,0.10807095468044281,0.021263599395751953
6,3,val,0.10173513740301132,0.021506786346435547
6,4,val,0.1405164748430252,0.021283626556396484
6,5,val,0.4467146098613739,0.021216869354248047
6,6,val,0.21003977954387665,0.02159905433654785
6,7,val,0.11006610840559006,0.021484851837158203
6,8,val,0.10305263102054596,0.021347761154174805
6,9,val,0.12357240915298462,0.021340131759643555
6,10,val,0.43966144323349,0.02126598358154297
6,11,val,0.11832502484321594,0.02118825912475586
6,12,val,0.1052050068974495,0.021079301834106445
6,13,val,0.11775432527065277,0.021029949188232422
6,14,val,0.11801754683256149,0.021022319793701172
7,0,train,0.28014206886291504,0.9410734176635742
7,1,train,0.20012271404266357,0.5313169956207275
7,2,train,0.15826267004013062,0.5342683792114258
7,3,train,0.21222296357154846,0.557786226272583
7,4,train,0.16882677376270294,0.540398120880127
7,5,train,0.3321704864501953,0.5354228019714355
7,0,val,0.10022912919521332,0.2601892948150635
7,1,val,0.1263580620288849,0.023801803588867188
7,2,val,0.1419532299041748,0.02270793914794922
7,3,val,0.10299593955278397,0.021352529525756836
7,4,val,0.7319862842559814,0.021051883697509766
7,5,val,0.19320257008075714,0.021039724349975586
7,6,val,0.43511149287223816,0.02135944366455078
7,7,val,0.1644628793001175,0.02105545997619629
7,8,val,0.12959341704845428,0.021071910858154297
7,9,val,0.09785431623458862,0.021048545837402344
7,10,val,0.1422833353281021,0.021091938018798828
7,11,val,0.11219671368598938,0.021300315856933594
7,12,val,0.4520309865474701,0.0211336612701416
7,13,val,0.48572733998298645,0.02109241485595703
7,14,val,0.10754931718111038,0.02112603187561035
8,0,train,0.20107409358024597,0.8823330402374268
8,1,train,0.16331690549850464,0.5351090431213379
8,2,train,0.18134112656116486,0.5314781665802002
8,3,train,0.19495688378810883,0.5399184226989746
8,4,train,0.17041614651679993,0.5383288860321045
8,5,train,0.1905018389225006,0.5340263843536377
8,0,val,0.10480926185846329,0.27448034286499023
